computers-1_79,Computers,Computers,1,79,N/A
games-1_89,Games,Games,1,89,offer-47
garden-1_90,Garden,Garden,1,90,offer-18
home-1_101,Home,Home,1,101,offer-71
industrial-1_102,Industrial,Industrial,1,102,offer-58
garden-1_105,Garden,Garden,1,105,offer-35
grocery-1_108,Grocery,Grocery,1,108,offer-81
grocery-1_109,Grocery,Grocery,1,109,N/A
health-1_111,Health,Health,1,111,offer-62
health-1_112,Health,Health,1,112,N/A
health-1_113,Health,Health,1,113,N/A
garden-1_120,Garden,Garden,1,120,N/A
grocery-1_123,Grocery,Grocery,1,123,offer-23
grocery-1_124,Grocery,Grocery,1,124,offer-7
jewelery-1_135,Jewelery,Jewelery,1,135,offer-56
kids-1_138,Kids,Kids,1,138,N/A
kids-1_139,Kids,Kids,1,139,N/A
movies-1_141,Movies,Movies,1,141,offer-46
movies-1_142,Movies,Movies,1,142,N/A
movies-1_143,Movies,Movies,1,143,N/A
music-1_146,Music,Music,1,146,offer-71
cooking-1_147,Cooking,Cooking,1,147,offer-70
cooking-1_148,Cooking,Cooking,1,148,offer-32
cooking-1_149,Cooking,Cooking,1,149,offer-16
jewelery-1_150,Jewelery,Jewelery,1,150,N/A
kids-1_153,Kids,Kids,1,153,offer-75
kids-1_154,Kids,Kids,1,154,offer-79
cooking-1_164,Cooking,Cooking,1,164,offer-51
jewelery-1_165,Jewelery,Jewelery,1,165,offer-55
cooking-1_179,Cooking,Cooking,1,179,offer-49
shoes-1_180,Shoes,Shoes,1,180,offer-64
sports-1_184,Sports,Sports,1,184,offer-61
snacks-1_186,Snacks,Snacks,1,186,N/A
snacks-1_187,Snacks,Snacks,1,187,offer-62
tools-1_189,Tools,Tools,1,189,offer-72
tools-1_190,Tools,Tools,1,190,N/A
toys-1_192,Toys,Toys,1,192,N/A
toys-1_193,Toys,Toys,1,193,offer-83
toys-1_194,Toys,Toys,1,194,offer-20
shoes-1_195,Shoes,Shoes,1,195,N/A
toys-1_209,Toys,Toys,1,209,N/A
shoes-1_210,Shoes,Shoes,1,210,offer-47
shoes-1_211,Shoes,Shoes,1,211,N/A
shoes-1_212,Shoes,Shoes,1,212,offer-36
sports-1_213,Sports,Sports,1,213,N/A
sports-1_214,Sports,Sports,1,214,N/A
sports-1_215,Sports,Sports,1,215,offer-75
snacks-1_216,Snacks,Snacks,1,216,N/A
snacks-1_217,Snacks,Snacks,1,217,N/A
snacks-1_218,Snacks,Snacks,1,218,N/A
tools-1_219,Tools,Tools,1,219,N/A
tools-1_220,Tools,Tools,1,220,N/A
tools-1_221,Tools,Tools,1,221,offer-39
toys-1_222,Toys,Toys,1,222,N/A
toys-1_223,Toys,Toys,1,223,N/A
toys-1_224,Toys,Toys,1,224,offer-50
automotive-2_0,Automotive,Automotive,2,0,offer-60
automotive-2_1,Automotive,Automotive,2,1,N/A
automotive-2_2,Automotive,Automotive,2,2,offer-66
baby-2_3,Baby,Baby,2,3,N/A
baby-2_4,Baby,Baby,2,4,offer-66
baby-2_5,Baby,Baby,2,5,offer-69
beauty-2_6,Beauty,Beauty,2,6,N/A
beauty-2_7,Beauty,Beauty,2,7,offer-4
beauty-2_8,Beauty,Beauty,2,8,offer-57
books-2_9,Books,Books,2,9,N/A
books-2_10,Books,Books,2,10,offer-71
books-2_11,Books,Books,2,11,offer-70
beer-2_12,Beer,Beer,2,12,N/A
beer-2_13,Beer,Beer,2,13,offer-39
beer-2_14,Beer,Beer,2,14,offer-54
automotive-2_15,Automotive,Automotive,2,15,offer-70
baby-2_18,Baby,Baby,2,18,offer-41
baby-2_20,Baby,Baby,2,20,offer-81
beauty-2_22,Beauty,Beauty,2,22,N/A
books-2_24,Books,Books,2,24,N/A
books-2_26,Books,Books,2,26,N/A
beer-2_29,Beer,Beer,2,29,N/A
automotive-2_30,Automotive,Automotive,2,30,N/A
automotive-2_31,Automotive,Automotive,2,31,offer-29
beer-2_43,Beer,Beer,2,43,N/A
beer-2_44,Beer,Beer,2,44,offer-29
clothing-2_45,Clothing,Clothing,2,45,N/A
electronics-2_53,Electronics,Electronics,2,53,N/A
fancy-2_54,Fancy,Fancy,2,54,offer-3
fancy-2_55,Fancy,Fancy,2,55,N/A
games-2_59,Games,Games,2,59,offer-7
clothing-2_60,Clothing,Clothing,2,60,N/A
clothing-2_61,Clothing,Clothing,2,61,N/A
computers-2_63,Computers,Computers,2,63,N/A
computers-2_64,Computers,Computers,2,64,N/A
electronics-2_67,Electronics,Electronics,2,67,offer-60
electronics-2_68,Electronics,Electronics,2,68,N/A
games-2_73,Games,Games,2,73,offer-6
games-2_74,Games,Games,2,74,N/A
clothing-2_75,Clothing,Clothing,2,75,N/A
computers-2_78,Computers,Computers,2,78,N/A
computers-2_79,Computers,Computers,2,79,offer-21
electronics-2_82,Electronics,Electronics,2,82,N/A
electronics-2_83,Electronics,Electronics,2,83,offer-34
games-2_89,Games,Games,2,89,offer-85
garden-2_90,Garden,Garden,2,90,N/A
garden-2_91,Garden,Garden,2,91,N/A
grocery-2_93,Grocery,Grocery,2,93,offer-55
grocery-2_94,Grocery,Grocery,2,94,N/A
health-2_97,Health,Health,2,97,offer-53
health-2_98,Health,Health,2,98,N/A
industrial-2_103,Industrial,Industrial,2,103,N/A
industrial-2_104,Industrial,Industrial,2,104,offer-61
garden-2_105,Garden,Garden,2,105,offer-34
grocery-2_108,Grocery,Grocery,2,108,offer-56
grocery-2_109,Grocery,Grocery,2,109,offer-50
health-2_112,Health,Health,2,112,offer-83
health-2_113,Health,Health,2,113,offer-67
industrial-2_119,Industrial,Industrial,2,119,offer-77
garden-2_120,Garden,Garden,2,120,N/A
garden-2_121,Garden,Garden,2,121,offer-3
grocery-2_123,Grocery,Grocery,2,123,offer-47
grocery-2_124,Grocery,Grocery,2,124,offer-52
health-2_127,Health,Health,2,127,offer-47
health-2_128,Health,Health,2,128,N/A
industrial-2_133,Industrial,Industrial,2,133,offer-58
industrial-2_134,Industrial,Industrial,2,134,offer-68
jewelery-2_135,Jewelery,Jewelery,2,135,N/A
kids-2_138,Kids,Kids,2,138,N/A
kids-2_139,Kids,Kids,2,139,N/A
movies-2_142,Movies,Movies,2,142,N/A
movies-2_143,Movies,Movies,2,143,N/A
cooking-2_149,Cooking,Cooking,2,149,offer-55
jewelery-2_150,Jewelery,Jewelery,2,150,N/A
jewelery-2_151,Jewelery,Jewelery,2,151,N/A
kids-2_153,Kids,Kids,2,153,N/A
kids-2_154,Kids,Kids,2,154,offer-50
movies-2_157,Movies,Movies,2,157,N/A
movies-2_158,Movies,Movies,2,158,N/A
cooking-2_163,Cooking,Cooking,2,163,offer-13
cooking-2_164,Cooking,Cooking,2,164,N/A
jewelery-2_165,Jewelery,Jewelery,2,165,N/A
movies-2_173,Movies,Movies,2,173,N/A
music-2_174,Music,Music,2,174,offer-35
music-2_175,Music,Music,2,175,N/A
cooking-2_179,Cooking,Cooking,2,179,N/A
shoes-2_180,Shoes,Shoes,2,180,N/A
shoes-2_181,Shoes,Shoes,2,181,N/A
toys-2_193,Toys,Toys,2,193,offer-83
toys-2_194,Toys,Toys,2,194,offer-29
shoes-2_195,Shoes,Shoes,2,195,offer-41
sports-2_198,Sports,Sports,2,198,N/A
sports-2_200,Sports,Sports,2,200,N/A
snacks-2_202,Snacks,Snacks,2,202,N/A
tools-2_204,Tools,Tools,2,204,N/A
tools-2_206,Tools,Tools,2,206,N/A
toys-2_209,Toys,Toys,2,209,N/A
shoes-2_210,Shoes,Shoes,2,210,offer-64
shoes-2_211,Shoes,Shoes,2,211,offer-76
shoes-2_212,Shoes,Shoes,2,212,N/A
sports-2_213,Sports,Sports,2,213,offer-9
sports-2_214,Sports,Sports,2,214,N/A
sports-2_215,Sports,Sports,2,215,N/A
snacks-2_216,Snacks,Snacks,2,216,offer-63
snacks-2_217,Snacks,Snacks,2,217,offer-13
snacks-2_218,Snacks,Snacks,2,218,N/A
tools-2_219,Tools,Tools,2,219,N/A
tools-2_220,Tools,Tools,2,220,offer-27
tools-2_221,Tools,Tools,2,221,offer-39
toys-2_222,Toys,Toys,2,222,offer-56
toys-2_223,Toys,Toys,2,223,N/A
toys-2_224,Toys,Toys,2,224,N/A
automotive-3_0,Automotive,Automotive,3,0,N/A
automotive-3_1,Automotive,Automotive,3,1,offer-31
automotive-3_2,Automotive,Automotive,3,2,offer-74
baby-3_3,Baby,Baby,3,3,offer-64
baby-3_4,Baby,Baby,3,4,offer-56
baby-3_5,Baby,Baby,3,5,N/A
beauty-3_6,Beauty,Beauty,3,6,offer-84
beauty-3_7,Beauty,Beauty,3,7,offer-27
beauty-3_8,Beauty,Beauty,3,8,N/A
books-3_9,Books,Books,3,9,offer-13
books-3_10,Books,Books,3,10,N/A
books-3_11,Books,Books,3,11,N/A
beer-3_12,Beer,Beer,3,12,N/A
beer-3_13,Beer,Beer,3,13,offer-7
beer-3_14,Beer,Beer,3,14,offer-69
automotive-3_15,Automotive,Automotive,3,15,N/A
beer-3_29,Beer,Beer,3,29,offer-35
automotive-3_30,Automotive,Automotive,3,30,N/A
automotive-3_32,Automotive,Automotive,3,32,offer-17
baby-3_33,Baby,Baby,3,33,offer-63
baby-3_34,Baby,Baby,3,34,offer-30
baby-3_35,Baby,Baby,3,35,N/A
beauty-3_36,Beauty,Beauty,3,36,offer-38
beauty-3_38,Beauty,Beauty,3,38,offer-61
books-3_39,Books,Books,3,39,offer-57
books-3_40,Books,Books,3,40,offer-22
books-3_41,Books,Books,3,41,N/A
beer-3_42,Beer,Beer,3,42,N/A
beer-3_44,Beer,Beer,3,44,offer-65
clothing-3_45,Clothing,Clothing,3,45,offer-58
games-3_59,Games,Games,3,59,offer-70
clothing-3_60,Clothing,Clothing,3,60,offer-9
clothing-3_62,Clothing,Clothing,3,62,N/A
computers-3_63,Computers,Computers,3,63,N/A
computers-3_64,Computers,Computers,3,64,offer-83
computers-3_65,Computers,Computers,3,65,offer-16
electronics-3_66,Electronics,Electronics,3,66,offer-41
electronics-3_68,Electronics,Electronics,3,68,N/A
fancy-3_69,Fancy,Fancy,3,69,offer-52
fancy-3_70,Fancy,Fancy,3,70,offer-67
fancy-3_71,Fancy,Fancy,3,71,offer-71
games-3_72,Games,Games,3,72,offer-57
games-3_74,Games,Games,3,74,offer-49
clothing-3_75,Clothing,Clothing,3,75,N/A
games-3_89,Games,Games,3,89,offer-83
garden-3_90,Garden,Garden,3,90,offer-59
garden-3_92,Garden,Garden,3,92,offer-18
grocery-3_93,Grocery,Grocery,3,93,offer-81
grocery-3_94,Grocery,Grocery,3,94,N/A
grocery-3_95,Grocery,Grocery,3,95,N/A
health-3_96,Health,Health,3,96,N/A
health-3_98,Health,Health,3,98,offer-24
home-3_99,Home,Home,3,99,N/A
home-3_100,Home,Home,3,100,offer-24
home-3_101,Home,Home,3,101,N/A
industrial-3_102,Industrial,Industrial,3,102,offer-31
industrial-3_104,Industrial,Industrial,3,104,N/A
garden-3_105,Garden,Garden,3,105,N/A
industrial-3_119,Industrial,Industrial,3,119,N/A
garden-3_120,Garden,Garden,3,120,N/A
garden-3_122,Garden,Garden,3,122,N/A
grocery-3_123,Grocery,Grocery,3,123,offer-66
grocery-3_124,Grocery,Grocery,3,124,offer-10
grocery-3_125,Grocery,Grocery,3,125,offer-11
health-3_126,Health,Health,3,126,N/A
health-3_128,Health,Health,3,128,offer-85
home-3_129,Home,Home,3,129,N/A
home-3_130,Home,Home,3,130,offer-66
home-3_131,Home,Home,3,131,N/A
industrial-3_132,Industrial,Industrial,3,132,N/A
industrial-3_134,Industrial,Industrial,3,134,offer-21
jewelery-3_135,Jewelery,Jewelery,3,135,N/A
cooking-3_149,Cooking,Cooking,3,149,offer-34
jewelery-3_150,Jewelery,Jewelery,3,150,N/A
jewelery-3_152,Jewelery,Jewelery,3,152,offer-71
kids-3_153,Kids,Kids,3,153,offer-41
kids-3_154,Kids,Kids,3,154,N/A
kids-3_155,Kids,Kids,3,155,offer-63
movies-3_156,Movies,Movies,3,156,offer-76
movies-3_158,Movies,Movies,3,158,N/A
music-3_159,Music,Music,3,159,offer-49
music-3_160,Music,Music,3,160,N/A
music-3_161,Music,Music,3,161,offer-37
cooking-3_162,Cooking,Cooking,3,162,offer-79
cooking-3_164,Cooking,Cooking,3,164,offer-25
jewelery-3_165,Jewelery,Jewelery,3,165,offer-25
cooking-3_179,Cooking,Cooking,3,179,N/A
shoes-3_180,Shoes,Shoes,3,180,offer-45
shoes-3_182,Shoes,Shoes,3,182,N/A
sports-3_183,Sports,Sports,3,183,N/A
sports-3_184,Sports,Sports,3,184,N/A
sports-3_185,Sports,Sports,3,185,N/A
snacks-3_186,Snacks,Snacks,3,186,offer-61
snacks-3_188,Snacks,Snacks,3,188,N/A
tools-3_189,Tools,Tools,3,189,N/A
tools-3_190,Tools,Tools,3,190,N/A
tools-3_191,Tools,Tools,3,191,offer-56
toys-3_192,Toys,Toys,3,192,offer-46
toys-3_194,Toys,Toys,3,194,N/A
shoes-3_195,Shoes,Shoes,3,195,N/A
toys-3_209,Toys,Toys,3,209,offer-4
shoes-3_210,Shoes,Shoes,3,210,offer-40
shoes-3_211,Shoes,Shoes,3,211,offer-8
shoes-3_212,Shoes,Shoes,3,212,offer-22
sports-3_213,Sports,Sports,3,213,N/A
sports-3_214,Sports,Sports,3,214,offer-15
sports-3_215,Sports,Sports,3,215,offer-64
snacks-3_216,Snacks,Snacks,3,216,offer-75
snacks-3_217,Snacks,Snacks,3,217,N/A
snacks-3_218,Snacks,Snacks,3,218,offer-35
tools-3_219,Tools,Tools,3,219,offer-49
tools-3_220,Tools,Tools,3,220,offer-42
tools-3_221,Tools,Tools,3,221,N/A
toys-3_222,Toys,Toys,3,222,N/A
toys-3_223,Toys,Toys,3,223,offer-2
toys-3_224,Toys,Toys,3,224,N/A
