automotive-2_31,Coupon for Automotive,For your next purchase of Automotive you have 10% discount,2551001197000,automotive-2_31,5000.0
electronics-2_53,Coupon for Electronics,For your next purchase of Electronics you have 10% discount,2551001197000,electronics-2_53,5000.0
clothing-2_60,Coupon for Clothing,For your next purchase of Clothing you have 10% discount,2551001197000,clothing-2_60,5000.0
computers-2_63,Coupon for Computers,For your next purchase of Computers you have 10% discount,2551001197000,computers-2_63,5000.0
computers-2_64,Coupon for Computers,For your next purchase of Computers you have 10% discount,2551001197000,computers-2_64,5000.0
electronics-2_67,Coupon for Electronics,For your next purchase of Electronics you have 10% discount,2551001197000,electronics-2_67,5000.0
electronics-2_68,Coupon for Electronics,For your next purchase of Electronics you have 10% discount,2551001197000,electronics-2_68,5000.0
games-2_74,Coupon for Games,For your next purchase of Games you have 10% discount,2551001197000,games-2_74,5000.0
computers-2_79,Coupon for Computers,For your next purchase of Computers you have 10% discount,2551001197000,computers-2_79,5000.0
electronics-2_82,Coupon for Electronics,For your next purchase of Electronics you have 10% discount,2551001197000,electronics-2_82,5000.0
electronics-2_83,Coupon for Electronics,For your next purchase of Electronics you have 10% discount,2551001197000,electronics-2_83,5000.0
garden-2_91,Coupon for Garden,For your next purchase of Garden you have 10% discount,2551001197000,garden-2_91,5000.0
grocery-2_94,Coupon for Grocery,For your next purchase of Grocery you have 10% discount,2551001197000,grocery-2_94,5000.0
health-2_97,Coupon for Health,For your next purchase of Health you have 10% discount,2551001197000,health-2_97,5000.0
health-2_112,Coupon for Health,For your next purchase of Health you have 10% discount,2551001197000,health-2_112,5000.0
industrial-2_119,Coupon for Industrial,For your next purchase of Industrial you have 10% discount,2551001197000,industrial-2_119,5000.0
garden-2_120,Coupon for Garden,For your next purchase of Garden you have 10% discount,2551001197000,garden-2_120,5000.0
grocery-2_123,Coupon for Grocery,For your next purchase of Grocery you have 10% discount,2551001197000,grocery-2_123,5000.0
industrial-2_133,Coupon for Industrial,For your next purchase of Industrial you have 10% discount,2551001197000,industrial-2_133,5000.0
industrial-2_134,Coupon for Industrial,For your next purchase of Industrial you have 10% discount,2551001197000,industrial-2_134,5000.0
kids-2_139,Coupon for Kids,For your next purchase of Kids you have 10% discount,2551001197000,kids-2_139,5000.0
movies-2_143,Coupon for Movies,For your next purchase of Movies you have 10% discount,2551001197000,movies-2_143,5000.0
movies-2_157,Coupon for Movies,For your next purchase of Movies you have 10% discount,2551001197000,movies-2_157,5000.0
movies-2_158,Coupon for Movies,For your next purchase of Movies you have 10% discount,2551001197000,movies-2_158,5000.0
cooking-2_163,Coupon for Cooking,For your next purchase of Cooking you have 10% discount,2551001197000,cooking-2_163,5000.0
cooking-2_164,Coupon for Cooking,For your next purchase of Cooking you have 10% discount,2551001197000,cooking-2_164,5000.0
movies-2_173,Coupon for Movies,For your next purchase of Movies you have 10% discount,2551001197000,movies-2_173,5000.0
shoes-2_180,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-2_180,5000.0
shoes-2_181,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-2_181,5000.0
toys-2_193,Coupon for Toys,For your next purchase of Toys you have 10% discount,2551001197000,toys-2_193,5000.0
toys-2_194,Coupon for Toys,For your next purchase of Toys you have 10% discount,2551001197000,toys-2_194,5000.0
shoes-2_195,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-2_195,5000.0
sports-2_200,Coupon for Sports,For your next purchase of Sports you have 10% discount,2551001197000,sports-2_200,5000.0
tools-2_206,Coupon for Tools,For your next purchase of Tools you have 10% discount,2551001197000,tools-2_206,5000.0
toys-2_209,Coupon for Toys,For your next purchase of Toys you have 10% discount,2551001197000,toys-2_209,5000.0
shoes-2_210,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-2_210,5000.0
shoes-2_211,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-2_211,5000.0
shoes-2_212,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-2_212,5000.0
sports-2_214,Coupon for Sports,For your next purchase of Sports you have 10% discount,2551001197000,sports-2_214,5000.0
sports-2_215,Coupon for Sports,For your next purchase of Sports you have 10% discount,2551001197000,sports-2_215,5000.0
automotive-3_0,Coupon for Automotive,For your next purchase of Automotive you have 10% discount,2551001197000,automotive-3_0,5000.0
automotive-3_1,Coupon for Automotive,For your next purchase of Automotive you have 10% discount,2551001197000,automotive-3_1,5000.0
automotive-3_2,Coupon for Automotive,For your next purchase of Automotive you have 10% discount,2551001197000,automotive-3_2,5000.0
baby-3_3,Coupon for Baby,For your next purchase of Baby you have 10% discount,2551001197000,baby-3_3,5000.0
baby-3_4,Coupon for Baby,For your next purchase of Baby you have 10% discount,2551001197000,baby-3_4,5000.0
beauty-3_8,Coupon for Beauty,For your next purchase of Beauty you have 10% discount,2551001197000,beauty-3_8,5000.0
books-3_9,Coupon for Books,For your next purchase of Books you have 10% discount,2551001197000,books-3_9,5000.0
books-3_10,Coupon for Books,For your next purchase of Books you have 10% discount,2551001197000,books-3_10,5000.0
beer-3_13,Coupon for Beer,For your next purchase of Beer you have 10% discount,2551001197000,beer-3_13,5000.0
beer-3_14,Coupon for Beer,For your next purchase of Beer you have 10% discount,2551001197000,beer-3_14,5000.0
automotive-3_15,Coupon for Automotive,For your next purchase of Automotive you have 10% discount,2551001197000,automotive-3_15,5000.0
baby-3_33,Coupon for Baby,For your next purchase of Baby you have 10% discount,2551001197000,baby-3_33,5000.0
beauty-3_36,Coupon for Beauty,For your next purchase of Beauty you have 10% discount,2551001197000,beauty-3_36,5000.0
beauty-3_38,Coupon for Beauty,For your next purchase of Beauty you have 10% discount,2551001197000,beauty-3_38,5000.0
books-3_39,Coupon for Books,For your next purchase of Books you have 10% discount,2551001197000,books-3_39,5000.0
books-3_41,Coupon for Books,For your next purchase of Books you have 10% discount,2551001197000,books-3_41,5000.0
games-3_59,Coupon for Games,For your next purchase of Games you have 10% discount,2551001197000,games-3_59,5000.0
fancy-3_69,Coupon for Fancy,For your next purchase of Fancy you have 10% discount,2551001197000,fancy-3_69,5000.0
fancy-3_71,Coupon for Fancy,For your next purchase of Fancy you have 10% discount,2551001197000,fancy-3_71,5000.0
games-3_74,Coupon for Games,For your next purchase of Games you have 10% discount,2551001197000,games-3_74,5000.0
clothing-3_75,Coupon for Clothing,For your next purchase of Clothing you have 10% discount,2551001197000,clothing-3_75,5000.0
games-3_89,Coupon for Games,For your next purchase of Games you have 10% discount,2551001197000,games-3_89,5000.0
garden-3_90,Coupon for Garden,For your next purchase of Garden you have 10% discount,2551001197000,garden-3_90,5000.0
garden-3_92,Coupon for Garden,For your next purchase of Garden you have 10% discount,2551001197000,garden-3_92,5000.0
grocery-3_94,Coupon for Grocery,For your next purchase of Grocery you have 10% discount,2551001197000,grocery-3_94,5000.0
grocery-3_95,Coupon for Grocery,For your next purchase of Grocery you have 10% discount,2551001197000,grocery-3_95,5000.0
health-3_96,Coupon for Health,For your next purchase of Health you have 10% discount,2551001197000,health-3_96,5000.0
home-3_99,Coupon for Home,For your next purchase of Home you have 10% discount,2551001197000,home-3_99,5000.0
home-3_100,Coupon for Home,For your next purchase of Home you have 10% discount,2551001197000,home-3_100,5000.0
industrial-3_104,Coupon for Industrial,For your next purchase of Industrial you have 10% discount,2551001197000,industrial-3_104,5000.0
garden-3_105,Coupon for Garden,For your next purchase of Garden you have 10% discount,2551001197000,garden-3_105,5000.0
grocery-3_124,Coupon for Grocery,For your next purchase of Grocery you have 10% discount,2551001197000,grocery-3_124,5000.0
home-3_130,Coupon for Home,For your next purchase of Home you have 10% discount,2551001197000,home-3_130,5000.0
home-3_131,Coupon for Home,For your next purchase of Home you have 10% discount,2551001197000,home-3_131,5000.0
industrial-3_132,Coupon for Industrial,For your next purchase of Industrial you have 10% discount,2551001197000,industrial-3_132,5000.0
jewelery-3_152,Coupon for Jewelery,For your next purchase of Jewelery you have 10% discount,2551001197000,jewelery-3_152,5000.0
kids-3_153,Coupon for Kids,For your next purchase of Kids you have 10% discount,2551001197000,kids-3_153,5000.0
kids-3_155,Coupon for Kids,For your next purchase of Kids you have 10% discount,2551001197000,kids-3_155,5000.0
music-3_159,Coupon for Music,For your next purchase of Music you have 10% discount,2551001197000,music-3_159,5000.0
music-3_160,Coupon for Music,For your next purchase of Music you have 10% discount,2551001197000,music-3_160,5000.0
music-3_161,Coupon for Music,For your next purchase of Music you have 10% discount,2551001197000,music-3_161,5000.0
jewelery-3_165,Coupon for Jewelery,For your next purchase of Jewelery you have 10% discount,2551001197000,jewelery-3_165,5000.0
cooking-3_179,Coupon for Cooking,For your next purchase of Cooking you have 10% discount,2551001197000,cooking-3_179,5000.0
shoes-3_182,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-3_182,5000.0
sports-3_183,Coupon for Sports,For your next purchase of Sports you have 10% discount,2551001197000,sports-3_183,5000.0
snacks-3_186,Coupon for Snacks,For your next purchase of Snacks you have 10% discount,2551001197000,snacks-3_186,5000.0
snacks-3_188,Coupon for Snacks,For your next purchase of Snacks you have 10% discount,2551001197000,snacks-3_188,5000.0
tools-3_189,Coupon for Tools,For your next purchase of Tools you have 10% discount,2551001197000,tools-3_189,5000.0
tools-3_190,Coupon for Tools,For your next purchase of Tools you have 10% discount,2551001197000,tools-3_190,5000.0
toys-3_192,Coupon for Toys,For your next purchase of Toys you have 10% discount,2551001197000,toys-3_192,5000.0
toys-3_194,Coupon for Toys,For your next purchase of Toys you have 10% discount,2551001197000,toys-3_194,5000.0
shoes-3_195,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-3_195,5000.0
shoes-3_212,Coupon for Shoes,For your next purchase of Shoes you have 10% discount,2551001197000,shoes-3_212,5000.0
sports-3_214,Coupon for Sports,For your next purchase of Sports you have 10% discount,2551001197000,sports-3_214,5000.0
sports-3_215,Coupon for Sports,For your next purchase of Sports you have 10% discount,2551001197000,sports-3_215,5000.0
snacks-3_216,Coupon for Snacks,For your next purchase of Snacks you have 10% discount,2551001197000,snacks-3_216,5000.0
tools-3_219,Coupon for Tools,For your next purchase of Tools you have 10% discount,2551001197000,tools-3_219,5000.0
tools-3_220,Coupon for Tools,For your next purchase of Tools you have 10% discount,2551001197000,tools-3_220,5000.0
toys-3_223,Coupon for Toys,For your next purchase of Toys you have 10% discount,2551001197000,toys-3_223,5000.0
